,path,label,predict,score
0,/home/njuciairs/Hejia/xRaydata/zipXrayImages/fourClasses_val/0/img20170427_13321015.jpg,0,1,"[0.8902954459190369, 4.309347629547119, -6.067620277404785]"
1,/home/njuciairs/Hejia/xRaydata/zipXrayImages/fourClasses_val/0/c1479_img20170425_10242463.jpg,0,1,"[-0.8916835188865662, 5.549414157867432, -4.589274883270264]"
2,/home/njuciairs/Hejia/xRaydata/zipXrayImages/fourClasses_val/2/c2948_img20170418_15005207.jpg,2,1,"[0.5747626423835754, 4.4167304039001465, -4.985352993011475]"
3,/home/njuciairs/Hejia/xRaydata/zipXrayImages/fourClasses_val/0/img20170428_10500385.jpg,0,1,"[-0.7663712501525879, 3.8752458095550537, -4.279040813446045]"
4,/home/njuciairs/Hejia/xRaydata/zipXrayImages/fourClasses_val/2/img20170425_16360405.jpg,2,1,"[0.5353633761405945, 6.385230541229248, -7.335727214813232]"
5,/home/njuciairs/Hejia/xRaydata/zipXrayImages/fourClasses_val/2/c3159_img20170406_11015974.jpg,2,1,"[-0.5123462080955505, 7.131199836730957, -6.652159214019775]"
6,/home/njuciairs/Hejia/xRaydata/zipXrayImages/fourClasses_val/1/img20170421_10034738.jpg,1,0,"[4.150266647338867, -2.6758806705474854, -2.0512940883636475]"
7,/home/njuciairs/Hejia/xRaydata/zipXrayImages/fourClasses_val/1/img20170504_10314834.jpg,1,0,"[5.853758335113525, -5.3103203773498535, -0.7305271625518799]"
8,/home/njuciairs/Hejia/xRaydata/zipXrayImages/fourClasses_val/0/c2368_img20170428_10001575.jpg,0,0,"[2.5435848236083984, -1.2625459432601929, -1.2485731840133667]"
9,/home/njuciairs/Hejia/xRaydata/zipXrayImages/fourClasses_val/1/img20170509_10560901.jpg,1,0,"[5.817686080932617, -3.173933267593384, -2.1319491863250732]"
10,/home/njuciairs/Hejia/xRaydata/zipXrayImages/fourClasses_val/0/c6349_img20170503_10162508.jpg,0,1,"[1.361485481262207, 2.6931803226470947, -3.797518253326416]"
11,/home/njuciairs/Hejia/xRaydata/zipXrayImages/fourClasses_val/1/img20170410_16304324.jpg,1,0,"[5.074449062347412, -2.6032772064208984, -2.417116641998291]"
12,/home/njuciairs/Hejia/xRaydata/zipXrayImages/fourClasses_val/2/c794_img20170414_14543392.jpg,2,1,"[0.03488664701581001, 3.691772222518921, -3.613784074783325]"
13,/home/njuciairs/Hejia/xRaydata/zipXrayImages/fourClasses_val/1/img20161123_10251977.jpg,1,0,"[3.9816224575042725, -1.4626387357711792, -2.7535836696624756]"
14,/home/njuciairs/Hejia/xRaydata/zipXrayImages/fourClasses_val/2/c8853_img20170505_11171952.jpg,2,1,"[-1.9979145526885986, 7.687078952789307, -6.626566410064697]"
15,/home/njuciairs/Hejia/xRaydata/zipXrayImages/fourClasses_val/2/c9247_img20170406_11015974.jpg,2,1,"[-0.5123462080955505, 7.131199836730957, -6.652159214019775]"
16,/home/njuciairs/Hejia/xRaydata/zipXrayImages/fourClasses_val/2/c4079_img20170505_11283544.jpg,2,1,"[-1.3016818761825562, 9.00117015838623, -7.744053840637207]"
17,/home/njuciairs/Hejia/xRaydata/zipXrayImages/fourClasses_val/3/c7255_img20170505_11001560.jpg,3,2,"[-2.1593050956726074, -3.159809112548828, 4.986553192138672]"
18,/home/njuciairs/Hejia/xRaydata/zipXrayImages/fourClasses_val/2/c1886_img20161122_19485344.jpg,2,1,"[-1.5660367012023926, 4.163590908050537, -2.931278705596924]"
19,/home/njuciairs/Hejia/xRaydata/zipXrayImages/fourClasses_val/0/img20170420_17544214.jpg,0,0,"[1.869012475013733, 0.679716944694519, -3.1809775829315186]"
20,/home/njuciairs/Hejia/xRaydata/zipXrayImages/fourClasses_val/1/img20170421_16323848.jpg,1,0,"[4.547406196594238, -2.229048728942871, -2.640451431274414]"
21,/home/njuciairs/Hejia/xRaydata/zipXrayImages/fourClasses_val/2/c8087_img20161118_10553832.jpg,2,1,"[0.976256787776947, 6.587867736816406, -8.043298721313477]"
22,/home/njuciairs/Hejia/xRaydata/zipXrayImages/fourClasses_val/2/c3240_img20170505_16053381.jpg,2,1,"[-1.0883216857910156, 7.738748073577881, -6.668742656707764]"
23,/home/njuciairs/Hejia/xRaydata/zipXrayImages/fourClasses_val/1/img20170427_09370685.jpg,1,0,"[3.6893792152404785, -2.311227321624756, -1.3327209949493408]"
24,/home/njuciairs/Hejia/xRaydata/zipXrayImages/fourClasses_val/3/c4286_img20161118_14503209.jpg,3,2,"[0.08909185975790024, -4.466331481933594, 4.383077144622803]"
25,/home/njuciairs/Hejia/xRaydata/zipXrayImages/fourClasses_val/1/img20170413_16021565.jpg,1,0,"[7.634363651275635, -7.796339511871338, 0.31150540709495544]"
26,/home/njuciairs/Hejia/xRaydata/zipXrayImages/fourClasses_val/1/img20161119_13582865.jpg,1,0,"[2.6944351196289062, -0.9398038983345032, -2.0160562992095947]"
27,/home/njuciairs/Hejia/xRaydata/zipXrayImages/fourClasses_val/2/c4029_img20170418_10474820.jpg,2,1,"[-1.4072712659835815, 6.634017467498779, -5.845178127288818]"
28,/home/njuciairs/Hejia/xRaydata/zipXrayImages/fourClasses_val/1/img20170405_17451495.jpg,1,0,"[3.846684694290161, -2.232560634613037, -1.215230107307434]"
29,/home/njuciairs/Hejia/xRaydata/zipXrayImages/fourClasses_val/1/img20170406_15451585.jpg,1,0,"[2.938608169555664, 0.8116632699966431, -4.025295257568359]"
30,/home/njuciairs/Hejia/xRaydata/zipXrayImages/fourClasses_val/3/c2327_img20170504_13464162.jpg,3,2,"[-0.15790987014770508, -5.945390701293945, 5.417468070983887]"
31,/home/njuciairs/Hejia/xRaydata/zipXrayImages/fourClasses_val/1/img20161119_18420159.jpg,1,0,"[4.138606548309326, -1.7715526819229126, -2.689030408859253]"
32,/home/njuciairs/Hejia/xRaydata/zipXrayImages/fourClasses_val/3/c4821_img20161118_14503209.jpg,3,2,"[0.08909185975790024, -4.466331481933594, 4.383077144622803]"
33,/home/njuciairs/Hejia/xRaydata/zipXrayImages/fourClasses_val/1/img20161121_17072532.jpg,1,0,"[4.000221252441406, -0.8280947804450989, -2.6218984127044678]"
34,/home/njuciairs/Hejia/xRaydata/zipXrayImages/fourClasses_val/1/img20170414_17005284.jpg,1,0,"[4.4093918800354, -1.6772289276123047, -3.1854844093322754]"
35,/home/njuciairs/Hejia/xRaydata/zipXrayImages/fourClasses_val/1/img20170505_15195305.jpg,1,0,"[5.913605213165283, -2.1091654300689697, -4.037535190582275]"
36,/home/njuciairs/Hejia/xRaydata/zipXrayImages/fourClasses_val/1/img20170427_17265446.jpg,1,0,"[5.490947246551514, -1.9230997562408447, -3.472543478012085]"
37,/home/njuciairs/Hejia/xRaydata/zipXrayImages/fourClasses_val/1/img20170427_17501556.jpg,1,0,"[6.234452247619629, -4.017017364501953, -1.745687484741211]"
38,/home/njuciairs/Hejia/xRaydata/zipXrayImages/fourClasses_val/3/c4830_img20170410_13571875.jpg,3,0,"[2.137887954711914, -0.09959998726844788, -2.275169610977173]"
39,/home/njuciairs/Hejia/xRaydata/zipXrayImages/fourClasses_val/1/img20170504_09305803.jpg,1,0,"[3.275430679321289, -1.2480617761611938, -2.0144906044006348]"
40,/home/njuciairs/Hejia/xRaydata/zipXrayImages/fourClasses_val/1/img20170421_15302680.jpg,1,0,"[3.0394999980926514, 1.262740969657898, -4.389970779418945]"
