,path,label,predict,score
0,/home/njuciairs/Hejia/xRaydata/zipXrayImages/threeClasses_val/1/img20170508_15483873.jpg,0,0,"[2.0175952911376953, -0.3668981194496155, -1.761346697807312]"
1,/home/njuciairs/Hejia/xRaydata/zipXrayImages/threeClasses_val/2/c74_img20161117_16163922.jpg,1,1,"[1.394168734550476, 3.306323766708374, -4.626089572906494]"
2,/home/njuciairs/Hejia/xRaydata/zipXrayImages/threeClasses_val/2/c7640_img20170419_15331901.jpg,1,1,"[-2.269094467163086, 3.9811294078826904, -1.8861563205718994]"
3,/home/njuciairs/Hejia/xRaydata/zipXrayImages/threeClasses_val/2/c6652_img20170407_14413376.jpg,1,0,"[0.9790511131286621, 0.6108986139297485, -1.6979020833969116]"
4,/home/njuciairs/Hejia/xRaydata/zipXrayImages/threeClasses_val/1/img20161117_16270466.jpg,0,1,"[1.494800329208374, 2.068697690963745, -3.7023990154266357]"
5,/home/njuciairs/Hejia/xRaydata/zipXrayImages/threeClasses_val/1/img20161122_15215268.jpg,0,0,"[4.4752044677734375, -2.023555278778076, -2.4336297512054443]"
6,/home/njuciairs/Hejia/xRaydata/zipXrayImages/threeClasses_val/3/c3870_img20170426_18012807.jpg,2,0,"[1.5745972394943237, -1.2568191289901733, -0.2173014134168625]"
7,/home/njuciairs/Hejia/xRaydata/zipXrayImages/threeClasses_val/2/c6540_img20170406_10470749.jpg,1,1,"[-0.24952876567840576, 5.070827007293701, -4.33292818069458]"
8,/home/njuciairs/Hejia/xRaydata/zipXrayImages/threeClasses_val/3/c2076_img20170504_16432627.jpg,2,2,"[0.46384570002555847, -1.2108672857284546, 0.4704393446445465]"
9,/home/njuciairs/Hejia/xRaydata/zipXrayImages/threeClasses_val/2/c1663_img20170505_10003957.jpg,1,1,"[-1.1344480514526367, 4.594606399536133, -3.356008529663086]"
10,/home/njuciairs/Hejia/xRaydata/zipXrayImages/threeClasses_val/1/img20170418_14251650.jpg,0,0,"[3.977412462234497, -1.3067200183868408, -3.1869451999664307]"
11,/home/njuciairs/Hejia/xRaydata/zipXrayImages/threeClasses_val/3/c8811_img20170504_14522427.jpg,2,2,"[-1.0206342935562134, -0.4305330216884613, 1.1389230489730835]"
12,/home/njuciairs/Hejia/xRaydata/zipXrayImages/threeClasses_val/1/img20161119_15395543.jpg,0,0,"[2.758059501647949, -0.17811234295368195, -2.7135801315307617]"
